fips,county,state,cbsa,cbsaname
22099,"St. Martin Parish, LA",LA,29180,"Lafayette, LA"
22089,"St. Charles Parish, LA",LA,35380,"New Orleans-Metairie, LA"
22095,"St. John the Baptist Parish, LA",LA,35380,"New Orleans-Metairie, LA"
22103,"St. Tammany Parish, LA",LA,35380,"New Orleans-Metairie, LA"
22113,"Vermilion Parish, LA",LA,29180,"Lafayette, LA"
22119,"Webster Parish, LA",LA,43340,"Shreveport-Bossier City, LA"
22067,"Morehouse Parish, LA",LA,12820,"Bastrop, LA"
22057,"Lafourche Parish, LA",LA,26380,"Houma-Thibodaux, LA"
22107,"Tensas Parish, LA",LA,99999,NA
22105,"Tangipahoa Parish, LA",LA,25220,"Hammond, LA"
22121,"West Baton Rouge Parish, LA",LA,12940,"Baton Rouge, LA"
22125,"West Feliciana Parish, LA",LA,12940,"Baton Rouge, LA"
22015,"Bossier Parish, LA",LA,43340,"Shreveport-Bossier City, LA"
22041,"Franklin Parish, LA",LA,99999,NA
22021,"Caldwell Parish, LA",LA,99999,NA
22035,"East Carroll Parish, LA",LA,99999,NA
22065,"Madison Parish, LA",LA,99999,NA
22049,"Jackson Parish, LA",LA,99999,NA
22083,"Richland Parish, LA",LA,99999,NA
22123,"West Carroll Parish, LA",LA,99999,NA
22017,"Caddo Parish, LA",LA,43340,"Shreveport-Bossier City, LA"
22097,"St. Landry Parish, LA",LA,36660,"Opelousas, LA"
22001,"Acadia Parish, LA",LA,29180,"Lafayette, LA"
22039,"Evangeline Parish, LA",LA,99999,NA
22081,"Red River Parish, LA",LA,99999,NA
22031,"De Soto Parish, LA",LA,43340,"Shreveport-Bossier City, LA"
22061,"Lincoln Parish, LA",LA,40820,"Ruston, LA"
22019,"Calcasieu Parish, LA",LA,29340,"Lake Charles, LA"
22003,"Allen Parish, LA",LA,99999,NA
22053,"Jefferson Davis Parish, LA",LA,27660,"Jennings, LA"
22117,"Washington Parish, LA",LA,14220,"Bogalusa, LA"
22091,"St. Helena Parish, LA",LA,12940,"Baton Rouge, LA"
22063,"Livingston Parish, LA",LA,12940,"Baton Rouge, LA"
22005,"Ascension Parish, LA",LA,12940,"Baton Rouge, LA"
22037,"East Feliciana Parish, LA",LA,12940,"Baton Rouge, LA"
22077,"Pointe Coupee Parish, LA",LA,12940,"Baton Rouge, LA"
22029,"Concordia Parish, LA",LA,35020,"Natchez, MS-LA"
22033,"East Baton Rouge Parish, LA",LA,12940,"Baton Rouge, LA"
23025,"Somerset County, ME",ME,99999,NA
23007,"Franklin County, ME",ME,99999,NA
23001,"Androscoggin County, ME",ME,30340,"Lewiston-Auburn, ME"
23017,"Oxford County, ME",ME,99999,NA
23027,"Waldo County, ME",ME,99999,NA
23015,"Lincoln County, ME",ME,99999,NA
23013,"Knox County, ME",ME,99999,NA
23031,"York County, ME",ME,38860,"Portland-South Portland, ME"
23003,"Aroostook County, ME",ME,99999,NA
23029,"Washington County, ME",ME,99999,NA
23009,"Hancock County, ME",ME,99999,NA
23019,"Penobscot County, ME",ME,12620,"Bangor, ME"
23021,"Piscataquis County, ME",ME,99999,NA
23011,"Kennebec County, ME",ME,12300,"Augusta-Waterville, ME"
23005,"Cumberland County, ME",ME,38860,"Portland-South Portland, ME"
23023,"Sagadahoc County, ME",ME,38860,"Portland-South Portland, ME"
24023,"Garrett County, MD",MD,99999,NA
24037,"St. Mary's County, MD",MD,15680,"California-Lexington Park, MD"
24033,"Prince George's County, MD",MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
24015,"Cecil County, MD",MD,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
24029,"Kent County, MD",MD,99999,NA
24011,"Caroline County, MD",MD,99999,NA
24035,"Queen Anne's County, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
24041,"Talbot County, MD",MD,20660,"Easton, MD"
24019,"Dorchester County, MD",MD,15700,"Cambridge, MD"
24005,"Baltimore County, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
24039,"Somerset County, MD",MD,41540,"Salisbury, MD-DE"
24025,"Harford County, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
24047,"Worcester County, MD",MD,41540,"Salisbury, MD-DE"
24027,"Howard County, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
24003,"Anne Arundel County, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
24009,"Calvert County, MD",MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
24017,"Charles County, MD",MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
24021,"Frederick County, MD",MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
24031,"Montgomery County, MD",MD,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
24045,"Wicomico County, MD",MD,41540,"Salisbury, MD-DE"
24043,"Washington County, MD",MD,25180,"Hagerstown-Martinsburg, MD-WV"
24001,"Allegany County, MD",MD,19060,"Cumberland, MD-WV"
24510,"Baltimore city, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
24013,"Carroll County, MD",MD,12580,"Baltimore-Columbia-Towson, MD"
25001,"Barnstable County, MA",MA,12700,"Barnstable Town, MA"
25019,"Nantucket County, MA",MA,99999,NA
25003,"Berkshire County, MA",MA,38340,"Pittsfield, MA"
25009,"Essex County, MA",MA,14460,"Boston-Cambridge-Newton, MA-NH"
25021,"Norfolk County, MA",MA,14460,"Boston-Cambridge-Newton, MA-NH"
25017,"Middlesex County, MA",MA,14460,"Boston-Cambridge-Newton, MA-NH"
25015,"Hampshire County, MA",MA,44140,"Springfield, MA"
25005,"Bristol County, MA",MA,39300,"Providence-Warwick, RI-MA"
25027,"Worcester County, MA",MA,49340,"Worcester, MA-CT"
25023,"Plymouth County, MA",MA,14460,"Boston-Cambridge-Newton, MA-NH"
25007,"Dukes County, MA",MA,47240,"Vineyard Haven, MA"
25025,"Suffolk County, MA",MA,14460,"Boston-Cambridge-Newton, MA-NH"
25011,"Franklin County, MA",MA,24640,"Greenfield Town, MA"
25013,"Hampden County, MA",MA,44140,"Springfield, MA"
33011,"Hillsborough County, NH",NH,31700,"Manchester-Nashua, NH"
33015,"Rockingham County, NH",NH,14460,"Boston-Cambridge-Newton, MA-NH"
44007,"Providence County, RI",RI,39300,"Providence-Warwick, RI-MA"
33005,"Cheshire County, NH",NH,28300,"Keene, NH"
26017,"Bay County, MI",MI,13020,"Bay City, MI"
26111,"Midland County, MI",MI,33220,"Midland, MI"
26145,"Saginaw County, MI",MI,40980,"Saginaw, MI"
26057,"Gratiot County, MI",MI,10940,"Alma, MI"
26073,"Isabella County, MI",MI,34380,"Mount Pleasant, MI"
26067,"Ionia County, MI",MI,26960,"Ionia, MI"
26083,"Keweenaw County, MI",MI,26340,"Houghton, MI"
26013,"Baraga County, MI",MI,99999,NA
26061,"Houghton County, MI",MI,26340,"Houghton, MI"
26071,"Iron County, MI",MI,99999,NA
26131,"Ontonagon County, MI",MI,99999,NA
26009,"Antrim County, MI",MI,99999,NA
26027,"Cass County, MI",MI,43780,"South Bend-Mishawaka, IN-MI"
26021,"Berrien County, MI",MI,35660,"Niles-Benton Harbor, MI"
26091,"Lenawee County, MI",MI,10300,"Adrian, MI"
26075,"Jackson County, MI",MI,27100,"Jackson, MI"
26059,"Hillsdale County, MI",MI,25880,"Hillsdale, MI"
26133,"Osceola County, MI",MI,99999,NA
26085,"Lake County, MI",MI,99999,NA
26107,"Mecosta County, MI",MI,13660,"Big Rapids, MI"
26123,"Newaygo County, MI",MI,99999,NA
26003,"Alger County, MI",MI,99999,NA
26103,"Marquette County, MI",MI,32100,"Marquette, MI"
26127,"Oceana County, MI",MI,99999,NA
26121,"Muskegon County, MI",MI,34740,"Muskegon, MI"
26007,"Alpena County, MI",MI,10980,"Alpena, MI"
26135,"Oscoda County, MI",MI,99999,NA
26119,"Montmorency County, MI",MI,99999,NA
26031,"Cheboygan County, MI",MI,99999,NA
26025,"Calhoun County, MI",MI,12980,"Battle Creek, MI"
26023,"Branch County, MI",MI,17740,"Coldwater, MI"
26065,"Ingham County, MI",MI,29620,"Lansing-East Lansing, MI"
26045,"Eaton County, MI",MI,29620,"Lansing-East Lansing, MI"
26037,"Clinton County, MI",MI,29620,"Lansing-East Lansing, MI"
26033,"Chippewa County, MI",MI,42300,"Sault Ste. Marie, MI"
26109,"Menominee County, MI",MI,31940,"Marinette, WI-MI"
26069,"Iosco County, MI",MI,99999,NA
26039,"Crawford County, MI",MI,99999,NA
26077,"Kalamazoo County, MI",MI,28020,"Kalamazoo-Portage, MI"
26079,"Kalkaska County, MI",MI,45900,"Traverse City, MI"
26095,"Luce County, MI",MI,99999,NA
26139,"Ottawa County, MI",MI,24340,"Grand Rapids-Wyoming, MI"
26143,"Roscommon County, MI",MI,99999,NA
26001,"Alcona County, MI",MI,99999,NA
26099,"Macomb County, MI",MI,19820,"Detroit-Warren-Dearborn, MI"
26137,"Otsego County, MI",MI,99999,NA
26125,"Oakland County, MI",MI,19820,"Detroit-Warren-Dearborn, MI"
26159,"Van Buren County, MI",MI,28020,"Kalamazoo-Portage, MI"
26081,"Kent County, MI",MI,24340,"Grand Rapids-Wyoming, MI"
26019,"Benzie County, MI",MI,45900,"Traverse City, MI"
26047,"Emmet County, MI",MI,99999,NA
26089,"Leelanau County, MI",MI,45900,"Traverse City, MI"
26097,"Mackinac County, MI",MI,99999,NA
26029,"Charlevoix County, MI",MI,99999,NA
26055,"Grand Traverse County, MI",MI,45900,"Traverse City, MI"
26147,"St. Clair County, MI",MI,19820,"Detroit-Warren-Dearborn, MI"
26163,"Wayne County, MI",MI,19820,"Detroit-Warren-Dearborn, MI"
26015,"Barry County, MI",MI,24340,"Grand Rapids-Wyoming, MI"
26005,"Allegan County, MI",MI,26090,"Holland, MI"
26049,"Genesee County, MI",MI,22420,"Flint, MI"
26041,"Delta County, MI",MI,21540,"Escanaba, MI"
26155,"Shiawassee County, MI",MI,37020,"Owosso, MI"
26115,"Monroe County, MI",MI,33780,"Monroe, MI"
26063,"Huron County, MI",MI,99999,NA
26157,"Tuscola County, MI",MI,99999,NA
26087,"Lapeer County, MI",MI,19820,"Detroit-Warren-Dearborn, MI"
26151,"Sanilac County, MI",MI,99999,NA
26117,"Montcalm County, MI",MI,24340,"Grand Rapids-Wyoming, MI"
26011,"Arenac County, MI",MI,99999,NA
26035,"Clare County, MI",MI,99999,NA
26129,"Ogemaw County, MI",MI,99999,NA
26051,"Gladwin County, MI",MI,99999,NA
26161,"Washtenaw County, MI",MI,11460,"Ann Arbor, MI"
26053,"Gogebic County, MI",MI,99999,NA
26149,"St. Joseph County, MI",MI,44780,"Sturgis, MI"
26165,"Wexford County, MI",MI,15620,"Cadillac, MI"
26101,"Manistee County, MI",MI,99999,NA
26113,"Missaukee County, MI",MI,15620,"Cadillac, MI"
26093,"Livingston County, MI",MI,19820,"Detroit-Warren-Dearborn, MI"
26105,"Mason County, MI",MI,31220,"Ludington, MI"
26153,"Schoolcraft County, MI",MI,99999,NA
26043,"Dickinson County, MI",MI,27020,"Iron Mountain, MI-WI"
26141,"Presque Isle County, MI",MI,99999,NA
27029,"Clearwater County, MN",MN,99999,NA
27077,"Lake of the Woods County, MN",MN,99999,NA
27007,"Beltrami County, MN",MN,13420,"Bemidji, MN"
27057,"Hubbard County, MN",MN,99999,NA
27087,"Mahnomen County, MN",MN,99999,NA
27153,"Todd County, MN",MN,99999,NA
27005,"Becker County, MN",MN,99999,NA
27027,"Clay County, MN",MN,22020,"Fargo, ND-MN"
27121,"Pope County, MN",MN,99999,NA
27051,"Grant County, MN",MN,99999,NA
27035,"Crow Wing County, MN",MN,14660,"Brainerd, MN"
27097,"Morrison County, MN",MN,99999,NA
27021,"Cass County, MN",MN,14660,"Brainerd, MN"
27149,"Stevens County, MN",MN,99999,NA
27041,"Douglas County, MN",MN,10820,"Alexandria, MN"
27155,"Traverse County, MN",MN,99999,NA
27145,"Stearns County, MN",MN,41060,"St. Cloud, MN"
27009,"Benton County, MN",MN,41060,"St. Cloud, MN"
27161,"Waseca County, MN",MN,99999,NA
27043,"Faribault County, MN",MN,99999,NA
27103,"Nicollet County, MN",MN,31860,"Mankato-North Mankato, MN"
27015,"Brown County, MN",MN,35580,"New Ulm, MN"
27091,"Martin County, MN",MN,21860,"Fairmont, MN"
27165,"Watonwan County, MN",MN,99999,NA
27017,"Carlton County, MN",MN,20260,"Duluth, MN-WI"
27031,"Cook County, MN",MN,99999,NA
27001,"Aitkin County, MN",MN,99999,NA
27137,"St. Louis County, MN",MN,20260,"Duluth, MN-WI"
27071,"Koochiching County, MN",MN,99999,NA
27075,"Lake County, MN",MN,99999,NA
27061,"Itasca County, MN",MN,24330,"Grand Rapids, MN"
27125,"Red Lake County, MN",MN,99999,NA
27151,"Swift County, MN",MN,99999,NA
27033,"Cottonwood County, MN",MN,99999,NA
27063,"Jackson County, MN",MN,99999,NA
27133,"Rock County, MN",MN,99999,NA
27127,"Redwood County, MN",MN,99999,NA
27101,"Murray County, MN",MN,99999,NA
27083,"Lyon County, MN",MN,32140,"Marshall, MN"
27105,"Nobles County, MN",MN,49380,"Worthington, MN"
27081,"Lincoln County, MN",MN,99999,NA
27073,"Lac qui Parle County, MN",MN,99999,NA
27173,"Yellow Medicine County, MN",MN,99999,NA
27011,"Big Stone County, MN",MN,99999,NA
27115,"Pine County, MN",MN,99999,NA
27067,"Kandiyohi County, MN",MN,48820,"Willmar, MN"
27093,"Meeker County, MN",MN,99999,NA
27129,"Renville County, MN",MN,99999,NA
27085,"McLeod County, MN",MN,26780,"Hutchinson, MN"
27147,"Steele County, MN",MN,36940,"Owatonna, MN"
27049,"Goodhue County, MN",MN,39860,"Red Wing, MN"
27047,"Freeborn County, MN",MN,10660,"Albert Lea, MN"
27157,"Wabasha County, MN",MN,40340,"Rochester, MN"
27109,"Olmsted County, MN",MN,40340,"Rochester, MN"
27045,"Fillmore County, MN",MN,40340,"Rochester, MN"
27131,"Rice County, MN",MN,22060,"Faribault-Northfield, MN"
27099,"Mower County, MN",MN,12380,"Austin, MN"
27039,"Dodge County, MN",MN,40340,"Rochester, MN"
27019,"Carver County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27053,"Hennepin County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27169,"Winona County, MN",MN,49100,"Winona, MN"
27139,"Scott County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27095,"Mille Lacs County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27135,"Roseau County, MN",MN,99999,NA
27025,"Chisago County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27037,"Dakota County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27089,"Marshall County, MN",MN,99999,NA
27119,"Polk County, MN",MN,24220,"Grand Forks, ND-MN"
27055,"Houston County, MN",MN,29100,"La Crosse-Onalaska, WI-MN"
27159,"Wadena County, MN",MN,99999,NA
27167,"Wilkin County, MN",MN,47420,"Wahpeton, ND-MN"
27111,"Otter Tail County, MN",MN,22260,"Fergus Falls, MN"
27003,"Anoka County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27123,"Ramsey County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27069,"Kittson County, MN",MN,99999,NA
27163,"Washington County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27143,"Sibley County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27013,"Blue Earth County, MN",MN,31860,"Mankato-North Mankato, MN"
27079,"Le Sueur County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27107,"Norman County, MN",MN,99999,NA
27113,"Pennington County, MN",MN,99999,NA
27117,"Pipestone County, MN",MN,99999,NA
27023,"Chippewa County, MN",MN,99999,NA
27171,"Wright County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27141,"Sherburne County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
27065,"Kanabec County, MN",MN,99999,NA
27059,"Isanti County, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
28101,"Newton County, MS",MS,99999,NA
28041,"Greene County, MS",MS,99999,NA
28091,"Marion County, MS",MS,99999,NA
28035,"Forrest County, MS",MS,25620,"Hattiesburg, MS"
28129,"Smith County, MS",MS,99999,NA
28023,"Clarke County, MS",MS,32940,"Meridian, MS"
28131,"Stone County, MS",MS,99999,NA
28109,"Pearl River County, MS",MS,38100,"Picayune, MS"
28073,"Lamar County, MS",MS,25620,"Hattiesburg, MS"
28039,"George County, MS",MS,99999,NA
28059,"Jackson County, MS",MS,25060,"Gulfport-Biloxi-Pascagoula, MS"
28121,"Rankin County, MS",MS,27140,"Jackson, MS"
28089,"Madison County, MS",MS,27140,"Jackson, MS"
28127,"Simpson County, MS",MS,27140,"Jackson, MS"
28021,"Claiborne County, MS",MS,46980,"Vicksburg, MS"
28029,"Copiah County, MS",MS,27140,"Jackson, MS"
28049,"Hinds County, MS",MS,27140,"Jackson, MS"
28077,"Lawrence County, MS",MS,99999,NA
28001,"Adams County, MS",MS,35020,"Natchez, MS-LA"
28113,"Pike County, MS",MS,32620,"McComb, MS"
28037,"Franklin County, MS",MS,99999,NA
28085,"Lincoln County, MS",MS,15020,"Brookhaven, MS"
28063,"Jefferson County, MS",MS,99999,NA
28149,"Warren County, MS",MS,46980,"Vicksburg, MS"
28163,"Yazoo County, MS",MS,27140,"Jackson, MS"
28147,"Walthall County, MS",MS,99999,NA
28157,"Wilkinson County, MS",MS,99999,NA
28005,"Amite County, MS",MS,32620,"McComb, MS"
28069,"Kemper County, MS",MS,32940,"Meridian, MS"
28079,"Leake County, MS",MS,99999,NA
28099,"Neshoba County, MS",MS,99999,NA
28125,"Sharkey County, MS",MS,99999,NA
28027,"Coahoma County, MS",MS,17260,"Clarksdale, MS"
28045,"Hancock County, MS",MS,25060,"Gulfport-Biloxi-Pascagoula, MS"
28047,"Harrison County, MS",MS,25060,"Gulfport-Biloxi-Pascagoula, MS"
28055,"Issaquena County, MS",MS,99999,NA
28043,"Grenada County, MS",MS,24980,"Grenada, MS"
28075,"Lauderdale County, MS",MS,32940,"Meridian, MS"
28111,"Perry County, MS",MS,25620,"Hattiesburg, MS"
28003,"Alcorn County, MS",MS,18420,"Corinth, MS"
28067,"Jones County, MS",MS,29860,"Laurel, MS"
28087,"Lowndes County, MS",MS,18060,"Columbus, MS"
28007,"Attala County, MS",MS,99999,NA
28141,"Tishomingo County, MS",MS,99999,NA
28103,"Noxubee County, MS",MS,99999,NA
28097,"Montgomery County, MS",MS,99999,NA
28159,"Winston County, MS",MS,99999,NA
28057,"Itawamba County, MS",MS,46180,"Tupelo, MS"
28139,"Tippah County, MS",MS,99999,NA
28081,"Lee County, MS",MS,46180,"Tupelo, MS"
28105,"Oktibbeha County, MS",MS,44260,"Starkville, MS"
28117,"Prentiss County, MS",MS,99999,NA
28145,"Union County, MS",MS,99999,NA
28161,"Yalobusha County, MS",MS,99999,NA
28155,"Webster County, MS",MS,99999,NA
28137,"Tate County, MS",MS,32820,"Memphis, TN-MS-AR"
28095,"Monroe County, MS",MS,99999,NA
28115,"Pontotoc County, MS",MS,46180,"Tupelo, MS"
28071,"Lafayette County, MS",MS,37060,"Oxford, MS"
28009,"Benton County, MS",MS,32820,"Memphis, TN-MS-AR"
28013,"Calhoun County, MS",MS,99999,NA
28093,"Marshall County, MS",MS,32820,"Memphis, TN-MS-AR"
28017,"Chickasaw County, MS",MS,99999,NA
28033,"DeSoto County, MS",MS,32820,"Memphis, TN-MS-AR"
28019,"Choctaw County, MS",MS,99999,NA
28025,"Clay County, MS",MS,48500,"West Point, MS"
28107,"Panola County, MS",MS,99999,NA
28119,"Quitman County, MS",MS,99999,NA
28015,"Carroll County, MS",MS,24900,"Greenwood, MS"
28083,"Leflore County, MS",MS,24900,"Greenwood, MS"
28135,"Tallahatchie County, MS",MS,99999,NA
28133,"Sunflower County, MS",MS,26940,"Indianola, MS"
28011,"Bolivar County, MS",MS,17380,"Cleveland, MS"
28051,"Holmes County, MS",MS,99999,NA
28053,"Humphreys County, MS",MS,99999,NA
28151,"Washington County, MS",MS,24740,"Greenville, MS"
28143,"Tunica County, MS",MS,32820,"Memphis, TN-MS-AR"
28123,"Scott County, MS",MS,99999,NA
28061,"Jasper County, MS",MS,29860,"Laurel, MS"
28065,"Jefferson Davis County, MS",MS,99999,NA
28031,"Covington County, MS",MS,99999,NA
28153,"Wayne County, MS",MS,99999,NA
22103,"St. Tammany Parish, LA",LA,35380,"New Orleans-Metairie, LA"
29087,"Holt County, MO",MO,99999,NA
29147,"Nodaway County, MO",MO,32340,"Maryville, MO"
29021,"Buchanan County, MO",MO,41140,"St. Joseph, MO-KS"
29003,"Andrew County, MO",MO,41140,"St. Joseph, MO-KS"
29005,"Atchison County, MO",MO,99999,NA
29025,"Caldwell County, MO",MO,28140,"Kansas City, MO-KS"
29061,"Daviess County, MO",MO,99999,NA
29117,"Livingston County, MO",MO,99999,NA
29081,"Harrison County, MO",MO,99999,NA
29063,"DeKalb County, MO",MO,41140,"St. Joseph, MO-KS"
29049,"Clinton County, MO",MO,28140,"Kansas City, MO-KS"
29209,"Stone County, MO",MO,14700,"Branson, MO"
29167,"Polk County, MO",MO,44180,"Springfield, MO"
29043,"Christian County, MO",MO,44180,"Springfield, MO"
29077,"Greene County, MO",MO,44180,"Springfield, MO"
29059,"Dallas County, MO",MO,44180,"Springfield, MO"
29213,"Taney County, MO",MO,14700,"Branson, MO"
29225,"Webster County, MO",MO,44180,"Springfield, MO"
29089,"Howard County, MO",MO,99999,NA
29073,"Gasconade County, MO",MO,99999,NA
29007,"Audrain County, MO",MO,33020,"Mexico, MO"
29141,"Morgan County, MO",MO,99999,NA
29131,"Miller County, MO",MO,99999,NA
29029,"Camden County, MO",MO,99999,NA
29019,"Boone County, MO",MO,17860,"Columbia, MO"
29125,"Maries County, MO",MO,99999,NA
29169,"Pulaski County, MO",MO,22780,"Fort Leonard Wood, MO"
29151,"Osage County, MO",MO,27620,"Jefferson City, MO"
29027,"Callaway County, MO",MO,27620,"Jefferson City, MO"
29065,"Dent County, MO",MO,99999,NA
29105,"Laclede County, MO",MO,30060,"Lebanon, MO"
29189,"St. Louis County, MO",MO,41180,"St. Louis, MO-IL"
29163,"Pike County, MO",MO,99999,NA
29139,"Montgomery County, MO",MO,99999,NA
29127,"Marion County, MO",MO,25300,"Hannibal, MO"
29113,"Lincoln County, MO",MO,41180,"St. Louis, MO-IL"
29121,"Macon County, MO",MO,99999,NA
29219,"Warren County, MO",MO,41180,"St. Louis, MO-IL"
29175,"Randolph County, MO",MO,33620,"Moberly, MO"
29197,"Schuyler County, MO",MO,28860,"Kirksville, MO"
29111,"Lewis County, MO",MO,39500,"Quincy, IL-MO"
29101,"Johnson County, MO",MO,47660,"Warrensburg, MO"
29033,"Carroll County, MO",MO,99999,NA
29041,"Chariton County, MO",MO,99999,NA
29159,"Pettis County, MO",MO,42740,"Sedalia, MO"
29195,"Saline County, MO",MO,32180,"Marshall, MO"
29083,"Henry County, MO",MO,99999,NA
29013,"Bates County, MO",MO,28140,"Kansas City, MO-KS"
29217,"Vernon County, MO",MO,99999,NA
29109,"Lawrence County, MO",MO,99999,NA
29009,"Barry County, MO",MO,99999,NA
29093,"Iron County, MO",MO,99999,NA
29157,"Perry County, MO",MO,99999,NA
29207,"Stoddard County, MO",MO,99999,NA
29133,"Mississippi County, MO",MO,99999,NA
29143,"New Madrid County, MO",MO,99999,NA
29201,"Scott County, MO",MO,43460,"Sikeston, MO"
29155,"Pemiscot County, MO",MO,99999,NA
29123,"Madison County, MO",MO,99999,NA
29187,"St. Francois County, MO",MO,22100,"Farmington, MO"
29186,"Ste. Genevieve County, MO",MO,99999,NA
29069,"Dunklin County, MO",MO,28380,"Kennett, MO"
29145,"Newton County, MO",MO,27900,"Joplin, MO"
29097,"Jasper County, MO",MO,27900,"Joplin, MO"
29199,"Scotland County, MO",MO,99999,NA
29095,"Jackson County, MO",MO,28140,"Kansas City, MO-KS"
29023,"Butler County, MO",MO,38740,"Poplar Bluff, MO"
29035,"Carter County, MO",MO,99999,NA
29067,"Douglas County, MO",MO,99999,NA
29091,"Howell County, MO",MO,48460,"West Plains, MO"
29149,"Oregon County, MO",MO,99999,NA
29203,"Shannon County, MO",MO,99999,NA
29215,"Texas County, MO",MO,99999,NA
29181,"Ripley County, MO",MO,99999,NA
29179,"Reynolds County, MO",MO,99999,NA
29153,"Ozark County, MO",MO,99999,NA
29229,"Wright County, MO",MO,99999,NA
29223,"Wayne County, MO",MO,99999,NA
29510,"St. Louis city, MO",MO,41180,"St. Louis, MO-IL"
29171,"Putnam County, MO",MO,99999,NA
29079,"Grundy County, MO",MO,99999,NA
29075,"Gentry County, MO",MO,99999,NA
29227,"Worth County, MO",MO,99999,NA
29129,"Mercer County, MO",MO,99999,NA
29115,"Linn County, MO",MO,99999,NA
29211,"Sullivan County, MO",MO,99999,NA
29161,"Phelps County, MO",MO,40620,"Rolla, MO"
29055,"Crawford County, MO",MO,99999,NA
29053,"Cooper County, MO",MO,99999,NA
29221,"Washington County, MO",MO,99999,NA
29051,"Cole County, MO",MO,27620,"Jefferson City, MO"
29135,"Moniteau County, MO",MO,27620,"Jefferson City, MO"
29045,"Clark County, MO",MO,22800,"Fort Madison-Keokuk, IA-IL-MO"
29173,"Ralls County, MO",MO,25300,"Hannibal, MO"
29137,"Monroe County, MO",MO,99999,NA
29001,"Adair County, MO",MO,28860,"Kirksville, MO"
29205,"Shelby County, MO",MO,99999,NA
29103,"Knox County, MO",MO,99999,NA
29177,"Ray County, MO",MO,28140,"Kansas City, MO-KS"
29047,"Clay County, MO",MO,28140,"Kansas City, MO-KS"
29037,"Cass County, MO",MO,28140,"Kansas City, MO-KS"
29165,"Platte County, MO",MO,28140,"Kansas City, MO-KS"
29015,"Benton County, MO",MO,99999,NA
29185,"St. Clair County, MO",MO,99999,NA
29085,"Hickory County, MO",MO,99999,NA
29107,"Lafayette County, MO",MO,28140,"Kansas City, MO-KS"
29039,"Cedar County, MO",MO,99999,NA
29183,"St. Charles County, MO",MO,41180,"St. Louis, MO-IL"
29057,"Dade County, MO",MO,99999,NA
29119,"McDonald County, MO",MO,22220,"Fayetteville-Springdale-Rogers, AR-MO"
29011,"Barton County, MO",MO,99999,NA
29099,"Jefferson County, MO",MO,41180,"St. Louis, MO-IL"
29071,"Franklin County, MO",MO,41180,"St. Louis, MO-IL"
29017,"Bollinger County, MO",MO,16020,"Cape Girardeau, MO-IL"
29031,"Cape Girardeau County, MO",MO,16020,"Cape Girardeau, MO-IL"
30009,"Carbon County, MT",MT,13740,"Billings, MT"
30071,"Phillips County, MT",MT,99999,NA
30053,"Lincoln County, MT",MT,99999,NA
30101,"Toole County, MT",MT,99999,NA
30091,"Sheridan County, MT",MT,99999,NA
30019,"Daniels County, MT",MT,99999,NA
30105,"Valley County, MT",MT,99999,NA
30015,"Chouteau County, MT",MT,99999,NA
30089,"Sanders County, MT",MT,99999,NA
30099,"Teton County, MT",MT,99999,NA
30073,"Pondera County, MT",MT,99999,NA
30069,"Petroleum County, MT",MT,99999,NA
30027,"Fergus County, MT",MT,99999,NA
30081,"Ravalli County, MT",MT,99999,NA
30045,"Judith Basin County, MT",MT,99999,NA
30061,"Mineral County, MT",MT,99999,NA
30109,"Wibaux County, MT",MT,99999,NA
30087,"Rosebud County, MT",MT,99999,NA
30079,"Prairie County, MT",MT,99999,NA
30031,"Gallatin County, MT",MT,14580,"Bozeman, MT"
30025,"Fallon County, MT",MT,99999,NA
